Score;Genres;Type;Episodes;Studios;Source
8.17;Action, Military, Sci-Fi, Adventure, Horror, Supernatural, Seinen;Movie;1;Tokyo Movie Shinsha;Manga
8.17;Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen;TV;51;Bones;Manga
8.17;Drama, Mystery, Sci-Fi, Supernatural, Thriller;TV;24;Gonzo;Novel
8.17;Action, Adventure, Historical, Fantasy;TV;26;Production I.G;Novel
8.17;Adventure, Mystery, Romance, Sci-Fi;TV;12;Madhouse;Original
8.17;Action, Comedy, Mecha;Movie;1;Gainax;Original
8.17;Action, Adventure, Comedy, Drama, Fantasy, Shounen;Movie;1;Toei Animation;Manga
8.17;Comedy, Josei, Music, Romance, Slice of Life;TV;11;J.C.Staff;Manga
8.17;Action, Mystery, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.17;Action, Adventure, Comedy, Mystery, Seinen;TV;24;Telecom Animation Film;Manga
8.17;Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy;ONA;52;Sparkly Key Animation Studio;Novel
8.17;Action, Mystery, Seinen, Super Power, Supernatural;TV;12;Bones;Manga
8.17;Adventure, Comedy, School, Seinen;TV;12;Science SARU;Manga
8.16;Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo;TV;70;Madhouse;Manga
6.85;Action, Romance, Fantasy;ONA;12;Soyep;Novel
8.16;Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power;TV;291;Toei Animation;Manga
8.16;Action, Adventure, Comedy, Super Power, Martial Arts, Shounen;TV;500;Studio Pierrot;Manga
8.16;Action, Drama, Mecha, Military, Sci-Fi, Space;OVA;7;Sunrise;Novel
8.16;Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo;TV;12;TMS Entertainment;Manga
8.16;Sci-Fi, Adventure, Space, Shounen;TV;12;Lerche;Manga
8.16;Slice of Life, Fantasy;TV;12;Ajia-Do;Light novel
8.15;Action, Cars, Sports, Drama, Seinen;TV;24;A.C.G.T.;Manga
8.15;Comedy, Drama, Fantasy, Magic, Mystery, Romance;TV;38;Hal Film Maker;Original
8.15;Action, Adventure, Comedy, Mystery, Seinen;Movie;1;Tokyo Movie Shinsha;Manga
8.15;Action, Military, Sci-Fi, Space, Drama;OVA;24;Artland, Magic Bus;Novel
8.15;Action, Comedy, Historical, Mystery, Supernatural;Special;3;Brain's Base;Light novel
8.15;Action, Mystery, Police, Shounen;Movie;1;Tokyo Movie Shinsha;Manga
8.15;Action, Comedy, Drama, School, Supernatural;TV;13;P.A. Works;Original
8.15;Comedy, Music, School, Slice of Life;TV;26;Kyoto Animation;4-koma manga
8.15;Comedy, School, Shounen, Sports;TV;25;Production I.G;Manga
8.15;Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power;Special;1;Toei Animation;Manga
8.15;Adventure, Comedy, Fantasy, Magic, Parody, Supernatural;TV;10;Studio Deen;Light novel
8.15;Comedy, Drama, Romance, School, Slice of Life;Movie;1;Kyoto Animation;Light novel
8.15;Music;TV;15;TROYCA;Game
8.15;Slice of Life, Comedy, Romance, School, Shounen;TV;12;Shin-Ei Animation;Manga
8.15;Action, Adventure, Historical, Romance, Martial Arts, Fantasy;ONA;13;Sparkly Key Animation Studio;Novel
8.14;Adventure, Police, Comedy, Mystery, Shounen;Movie;1;TMS Entertainment;Manga
8.14;Military, Sci-Fi, Mystery, Police, Mecha, Seinen;Special;1;Production I.G;Manga
8.14;Action, Military, Sci-Fi, Space, Drama, Mecha;TV;25;Sunrise;Original
8.14;Music, Comedy, Seinen;OVA;12;Studio 4�C;Manga
8.14;Mystery, School, Slice of Life;TV;22;Kyoto Animation;Novel
8.14;Mystery, Comedy, Supernatural, Ecchi;TV;4;Shaft;Light novel
8.14;Slice of Life, Magic, Fantasy, Shounen;OVA;3;Wit Studio;Manga
8.14;Ecchi, School, Shounen;TV;12;J.C.Staff;Manga
8.14;Adventure, Drama, Fantasy, Mystery, Sci-Fi;Movie;1;Kinema Citrus;Web manga
8.14;Comedy, Historical, Supernatural, Magic;ONA;30;B.CMAY PICTURES;Novel
8.14;Slice of Life, Comedy, Supernatural, School, Shounen;ONA;6;J.C.Staff, Egg Firm;Manga
8.13;Comedy, Drama, Romance, Shoujo;TV;25;Hal Film Maker;Manga
8.13;Action, Adventure, Mystery, Supernatural, Drama, Magic, Romance, Fantasy, Shounen;OVA;2;Production I.G;Unknown
8.13;Slice of Life, Comedy, Josei;TV;11;Brain's Base;Manga
8.13;Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen;TV;10;A-1 Pictures;Manga
8.13;Comedy, Demons, Drama, Fantasy, Slice of Life;TV;12;P.A. Works;Novel
8.12;Action, Cars, Drama, Seinen, Sports;TV;13;Pastel;Manga
8.12;Adventure, Drama, Music, Sci-Fi;Music;1;Toei Animation;Music
8.12;Action, Sci-Fi, Mystery, Super Power;TV;25;Bones;Original
8.12;Adventure, Comedy, Fantasy, Kids, Slice of Life;TV;78;Telescreen;Book
8.12;Action, Drama, Military, Sci-Fi, Space;Movie;1;Magic Bus;Novel
8.12;Drama, Historical, Romance;Movie;1;Studio Ghibli;Manga
8.12;Comedy, School, Shounen, Sports;TV;75;Production I.G, Madhouse;Manga
8.12;Action, Adventure, Supernatural, Drama, Shounen;TV;24;David Production;Manga
8.12;Mystery, Psychological, Thriller;TV;11;MAPPA;Original
8.12;Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen;OVA;2;A-1 Pictures;Manga
8.12;Comedy, Drama, Shounen, Sports;TV;24;TMS Entertainment;Manga
8.12;Action, Comedy, School, Shounen;TV;22;Lerche;Manga
8.11;Comedy, Game, Shounen, Supernatural;TV;75;Studio Pierrot;Manga
8.11;Action, Comedy, Martial Arts, School, Shounen;TV;50;TMS Entertainment;Manga
8.11;Action, Drama, Mecha, Military, Sci-Fi, Space;TV;25;Sunrise;Original
8.11;Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural;OVA;13;TMS Entertainment;Manga
8.11;Comedy, Drama, Shounen, Sports;Special;1;Madhouse;Manga
8.11;Comedy, School, Shounen, Slice of Life;TV;11;A-1 Pictures;Manga
8.11;Action, Comedy, Super Power, Ecchi, School;TV;24;Trigger;Original
8.11;Mystery, Psychological, Drama;Movie;1;Studio Ghibli;Novel
8.11;Action, Comedy, School, Shounen, Super Power;TV;13;Bones;Manga
8.11;Action, Comedy, Historical, Parody, Samurai, Shounen;Special;1;Bandai Namco Pictures;Manga
8.11;Comedy, Drama, School, Shounen, Sports;Movie;1;Production I.G;Manga
8.1;Adventure, Mystery, Comedy, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.1;Action, Sci-Fi, Mystery, Police, Psychological, Mecha, Seinen;Special;1;Production I.G;Manga
8.1;Mystery, Historical, Drama, Romance;TV;24;Bones;Light novel
8.1;Slice of Life, Comedy, School, Seinen;OVA;2;Shaft;4-koma manga
8.1;Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen;Special;1;Sunrise;Manga
8.1;Action, Fantasy, Magic, Supernatural;Special;1;ufotable;Visual novel
8.1;Action, Mystery, Supernatural;TV;12;Shuka;Light novel
8.1;Comedy, Drama, Slice of Life;Movie;1;TYO Animations;Original
8.1;Action, Sports, School, Shounen;Special;1;Production I.G;Manga
8.1;Slice of Life, Magic, Fantasy, Shounen;TV;24;Wit Studio;Manga
8.1;Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen;Movie;1;Toei Animation;Manga
8.1;Action, Comedy, Horror, Magic, Fantasy, Seinen;TV;12;MAPPA;Manga
8.09;Adventure, Drama, Mecha, Romance, Sci-Fi;TV;50;Bones;Original
8.09;Adventure, Drama, Sci-Fi;TV;26;Nippon Animation;Novel
8.09;Drama, Shoujo;TV;51;Tokyo Movie Shinsha;Manga
8.09;Adventure, Comedy, Drama, Mystery, Sci-Fi;TV;26;Madhouse;Original
8.09;Sci-Fi, Comedy;Movie;1;Madhouse;Original
8.09;Drama, Fantasy, Romance;TV;26;P.A. Works;Original
8.09;Action, Mystery, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.09;Action, Comedy, Fantasy, Shoujo;OVA;3;Studio Pierrot;Manga
8.09;Comedy, Romance, School;OVA;1;feel.;Light novel
8.09;Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo;OVA;1;TMS Entertainment;Manga
8.09;Action, Drama, Military, Sci-Fi, Space;Movie;4;Production I.G;Novel
8.09;Action, Military, Sci-Fi, Space, Mecha, Shounen;TV;13;Sunrise;Manga
8.09;Action, Sci-Fi, Supernatural, School, Shounen;TV;13;Toei Animation;Manga
8.08;Adventure, Drama, Mecha, Sci-Fi, Shounen;OVA;8;Sunrise;Unknown
8.08;Adventure, Comedy, Mystery, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.08;Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Mecha, Shounen;Special;1;Sunrise;Manga
8.08;Sci-Fi, Slice of Life;ONA;6;Studio Rikka;Original
8.08;Action, Military, Sci-Fi, Space, Drama;OVA;28;Artland;Novel
8.08;Mystery, Comedy, Psychological, Supernatural, Drama;OVA;2;Production I.G;Manga
8.08;Drama;Movie;1;Oh! Production;Original
8.08;Action, Cars, Sports, Drama, Seinen;TV;14;SynergySP;Manga
8.08;Harem, Comedy, Supernatural, Romance, Shounen;TV;12;Manglobe;Manga
8.08;Comedy, Drama, School, Shounen, Sports;Movie;1;Production I.G;Manga
8.08;Action, Mecha, Sci-Fi, Super Power;Movie;1;Trigger;Original
8.08;Ecchi, School, Shounen;TV;12;J.C.Staff;Manga
8.08;Action, Super Power, Shounen;Movie;1;Bones;Manga
8.08;Comedy, Game, Romance, School, Seinen;TV;9;J.C.Staff;Manga
8.07;Action, Comedy, School;TV;12;Kyoto Animation;Light novel
8.07;Comedy, Shounen;OVA;10;Studio Pierrot;Manga
8.07;Adventure, Comedy, Drama, Fantasy, Historical, Romance;TV;39;Madhouse;Light novel
8.07;Comedy, Drama, Romance, School, Slice of Life, Supernatural;TV;23;Kyoto Animation;Visual novel
8.07;Action, Sci-Fi, Psychological, Drama, Mecha;Movie;1;Khara;Original
8.07;Action, Mystery, Supernatural, Drama, Thriller;Movie;1;ufotable;Light novel
8.07;Action, Comedy, Parody, Samurai;Special;1;Sunrise;Manga
8.07;Action, Adventure, Fantasy, Magic, Shounen;TV;25;A-1 Pictures;Manga
8.07;Slice of Life, Comedy, Drama, Romance, School;TV;13;Brain's Base;Light novel
8.07;Sports, Romance, School, Shounen;TV;25;Studio Pierrot;Manga
8.07;Sports, School, Shounen;Movie;1;Production I.G;Manga
8.07;Magic, Adventure, Fantasy, Comedy, Supernatural;OVA;1;Studio Deen;Light novel
8.07;Fantasy, Shounen;TV;24;8bit;Light novel
8.06;Comedy, Drama, Josei, Romance, Slice of Life;TV;24;J.C.Staff;Manga
8.06;Action, Adventure, Fantasy, Magic, Supernatural;TV;45;Studio Pierrot;Novel
8.06;Adventure, Sci-Fi, Shounen;OVA;13;Toei Animation;Manga
8.06;Action, Comedy, Mystery, Shounen;TV;63;Sunrise;Manga
8.06;Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller;Movie;1;Madhouse;Novel
8.06;Comedy, Romance, Shoujo;TV;24;Toei Animation;Manga
8.06;Drama;TV;11;Bones, Kinema Citrus;Original
8.06;Comedy, Romance, School, Shoujo;TV;26;J.C.Staff;Manga
8.06;Action, Adventure, Supernatural, Vampire, Shounen;TV;26;David Production;Manga
8.06;Action, Sci-Fi, Super Power;TV;24;J.C.Staff;Manga
8.06;Comedy, Kids, Sci-Fi, Shounen;Movie;1;Shirogumi, Shin-Ei Animation;Manga
8.06;Action, Comedy, Super Power, School, Shounen;TV;25;Bones;Manga
8.06;Comedy, Fantasy;TV;12;8bit;Light novel
6.65;Adventure, Martial Arts;ONA;12;Unknown;Original
8.06;Action, Adventure, Historical, Supernatural, Martial Arts, Fantasy;ONA;13;Sparkly Key Animation Studio;Novel
8.05;Action, Seinen;TV;12;Madhouse;Manga
8.05;Action, Adventure, Comedy, Super Power, Demons, Shounen;TV;103;TMS Entertainment;Manga
8.05;Action, Seinen;OVA;5;Madhouse;Manga
8.05;Sci-Fi, Slice of Life;Movie;1;Studio Rikka;Original
8.05;Adventure, Sci-Fi;Movie;1;Studio Rikka, Purple Cow Studio Japan;Original
8.05;Slice of Life, Psychological, Drama, Romance;Movie;1;CoMix Wave Films;Original
8.05;Action, Adventure, Comedy, Fantasy, Romance, Shoujo;TV;24;Studio Pierrot;Manga
8.05;Music;TV;13;SANZIGEN;Other
8.05;Comedy, Game, Romance, School, Seinen;OVA;3;J.C.Staff;Manga
8.05;Slice of Life, Psychological, Drama, Shounen;TV;12;Orange;Manga
8.05;Harem, Comedy, Romance, School, Shounen;TV;12;Bibury Animation Studios;Manga
8.04;Adventure, Comedy, Demons, Magic, Fantasy;TV;26;E&G Films;Light novel
8.04;Action, Adventure, Drama, Shounen;TV;21;Toei Animation;Manga
8.04;Adventure, Mystery, Comedy, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.04;Adventure, Mystery, Comedy, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.04;Comedy, Drama, Romance, Shoujo;TV;102;Gallop;Manga
8.04;Mystery, Supernatural, Drama, Romance;TV;12;Shaft;Visual novel
8.04;Adventure;Movie;1;Nippon Ramayana Film Co.;Other
8.04;Comedy, Seinen, Sports;TV;13;A-1 Pictures;Manga
8.04;Action, Historical, Military, Seinen;TV;38;Studio Pierrot;Manga
8.04;Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo;TV;13;TMS Entertainment;Manga
8.04;Action, Mecha, Military, School, Sci-Fi, Super Power;Movie;1;Sunrise;Original
8.04;Military, School;Movie;1;Actas;Original
8.04;Slice of Life, Comedy, Supernatural, Magic, Fantasy, Shounen;TV;12;Doga Kobo;Manga
8.03;Adventure, Drama, Mecha, Military, Romance, Sci-Fi;OVA;12;Sunrise;Original
8.03;Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha;OVA;6;Gainax, Production I.G;Original
8.03;Adventure, Comedy, Ecchi;OVA;6;APPP;Manga
8.03;Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural;TV;13;Triangle Staff;Original
8.03;Comedy, Romance, School, Shounen;TV;26;Studio Comet;Manga
8.03;Sci-Fi, Adventure, Psychological, Supernatural, Drama;OVA;4;Bones;Original
8.03;Military, Adventure, Drama, Magic, Fantasy, Shounen;Special;4;Bones;Manga
8.03;Adventure, Mystery, Comedy, Police, Shounen;Movie;1;TMS Entertainment;Manga
8.03;Drama, Mystery, Seinen, Supernatural;Movie;1;ufotable;Light novel
8.03;Action, Mystery, Supernatural;TV;12;Shuka;Light novel
8.03;Comedy, Romance, Seinen, Slice of Life;TV;13;A-1 Pictures;4-koma manga
8.03;Slice of Life, Romance, School;TV;13;TMS Entertainment;Web manga
8.03;Slice of Life, Comedy, Fantasy;TV;13;Kyoto Animation;Manga
8.03;Action, Game;ONA;12;B.CMAY PICTURES, Colored-Pencil Animation Design;Novel
8.03;Slice of Life, Fantasy;TV;14;Ajia-Do;Light novel
8.02;Sports, Romance, School, Drama, Slice of Life, Shounen;TV;101;Gallop, Group TAC, Studio Junio;Manga
8.02;Action, Sci-Fi, Mecha;Special;1;Production I.G;Unknown
8.02;Sci-Fi, Slice of Life, Fantasy, Shounen;OVA;1;Hal Film Maker;Manga
8.02;Slice of Life, Comedy, Shounen;Special;1;Hal Film Maker;Unknown
8.02;Action, Sports, Shounen;Movie;1;Xebec;Manga
8.02;Slice of Life, Drama, Romance, School, Shoujo;TV;25;Production I.G;Manga
8.02;Action, Adventure, Fantasy, Kids;Movie;1;Ajia-Do;Picture book
8.02;Action, Supernatural, Fantasy;Movie;1;A-1 Pictures;Game
8.02;Comedy, Parody;TV;25;Studio Pierrot;Original
8.02;Action, Drama, Mecha, Sci-Fi, Space;TV;25;Sunrise;Original
8.02;Slice of Life, Comedy, Shounen;TV;12;Ajia-Do;Manga
8.01;Comedy, Drama, Mystery, Psychological, Supernatural;TV;24;Production I.G;Manga
8.01;Slice of Life, Supernatural, Drama, Romance;TV;24;Kyoto Animation;Visual novel
8.01;Comedy, Drama, Seinen, Slice of Life, Supernatural;TV;25;Madhouse;Manga
8.01;Comedy, Sports, School, Shounen;OVA;7;M.S.C;Manga
8.01;Action, Sci-Fi, Police, Psychological, Mecha, Seinen;Movie;1;Production I.G;Manga
8.01;Action, Drama, Seinen, Thriller;TV;26;Bee Train;Visual novel
8.01;Slice of Life, Drama, Romance, School, Shoujo;TV;12;Production I.G;Manga
8.01;Comedy, Drama, Romance, School, Slice of Life, Supernatural;Special;4;SILVER LINK.;Light novel
8.01;Action, Adventure, Comedy, Supernatural, Shounen;TV;12;Bones;Manga
8.01;Action, Mystery, Supernatural;TV;12;Shuka;Light novel
8.0;Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power;TV;153;Toei Animation;Manga
8.0;Romance, Samurai, Historical, Drama, Shounen;OVA;2;Studio Deen;Manga
8.0;Drama, Romance, School, Slice of Life;Special;1;Kyoto Animation;Visual novel
8.0;Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural;OVA;13;TMS Entertainment;Manga
8.0;Action, Adventure, Comedy, Fantasy, Shounen, Super Power;OVA;1;Toei Animation;Manga
8.0;Action, Demons, Shounen, Supernatural;TV;24;Studio Deen;Manga
8.0;Action, Game, Adventure, Magic, Fantasy;TV;25;Satelight;Light novel
8.0;Comedy, Sports, Drama, Shounen;TV;38;TMS Entertainment;Manga
8.0;Comedy, Romance, Slice of Life;Movie;1;Kyoto Animation;Original
8.0;Music, School, Drama;TV;13;Kyoto Animation;Novel
8.0;Drama, Romance, Fantasy, Shoujo;TV;12;Bones;Manga
8.0;Action, Military, Magic;TV;12;Nut;Light novel
8.0;Drama, Fantasy, Magic, Slice of Life;Movie;1;Studio Gokumi;Light novel
8.0;Action, Adventure, Drama, Fantasy;TV;25;Kinema Citrus;Light novel
8.0;Action, Historical, Martial Arts, Fantasy;ONA;3;Nice Boat Animation, Samsara Animation Studio;Original
7.99;Action, Comedy, Drama, Magic, Super Power;TV;13;Seven Arcs;Original
7.99;Slice of Life, Mystery, Psychological, Drama, Fantasy;TV;13;Radix;Other
7.99;Action, Drama, Martial Arts, Sci-Fi, Shounen;TV;109;Toei Animation;Manga
7.99;Historical, Samurai, Seinen;TV;39;Bee Train;Manga
7.99;Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen;TV;24;Bones;Manga
7.99;Mystery, Comedy, Supernatural;TV;5;Shaft;Light novel
7.98;Slice of Life, Comedy, School;TV;26;J.C.Staff;4-koma manga
7.98;Action, Military, Adventure, Comedy, Historical, Drama, Romance;Movie;1;Studio Ghibli;Manga
7.98;Game, Shounen;Special;1;Studio Pierrot;Manga
7.98;Mystery, Shounen;TV;148;Toei Animation;Manga
7.98;Action, Adventure, Psychological, Supernatural;Movie;1;Studio 4�C;Manga
7.98;Comedy, Drama, Romance, Fantasy;TV;24;Madhouse;Manga
7.98;Mystery, Comedy, Dementia, Psychological, Drama;TV;24;Brain's Base;Original
7.98;Josei, Slice of Life;Special;4;Production I.G;Manga
7.98;Comedy, Drama, Romance, School, Shounen, Slice of Life;TV;13;J.C.Staff;Manga
7.98;Comedy, Supernatural, Romance, Ecchi;TV;4;Shaft;Light novel
7.98;Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo;OVA;2;TMS Entertainment;Manga
7.98;Action, Game;ONA;12;B.CMAY PICTURES;Novel
7.98;Action, Fantasy, Magic;Movie;1;SILVER LINK.;Manga
7.98;Slice of Life, Comedy;TV;12;Encourage Films;4-koma manga
7.98;Historical, Supernatural, Drama;ONA;1;Haoliners Animation League;Novel
7.97;Action, Military, Sci-Fi, Music, Space, Romance, Mecha;Movie;1;Artland, Tatsunoko Production;Original
7.97;Action, Adventure, Comedy, Drama, Sci-Fi, Shounen;Movie;1;Madhouse;Manga
7.97;Action, Mecha, Military, Music, Romance, Sci-Fi, Space;Movie;1;Satelight, 8bit;Original
7.97;Action, Mystery, Sci-Fi, Super Power;Special;4;Bones;Original
7.97;Comedy, Drama, Romance, Shounen Ai;TV;12;Studio Deen;Manga
7.97;Action, Military, Sci-Fi, Super Power, Drama, Mecha;Movie;1;Sunrise;Original
7.97;Action, Drama, Military, Sci-Fi, Space;Movie;4;Production I.G;Novel
7.97;Mystery, Historical, Psychological, Shounen;TV;11;Production I.G;Manga
7.96;Action, Military, Mecha;TV;13;Kyoto Animation;Light novel
7.96;Music, Comedy, Supernatural, Drama, Romance, Shoujo;TV;52;Studio Deen;Manga
7.96;Mystery, Comedy, Psychological, Supernatural, Drama;Movie;1;Production I.G;Manga
7.96;Action, Fantasy, Super Power;OVA;1;Square Enix;Game
7.96;Comedy, Psychological, Drama, Seinen;TV;11;Toei Animation;Novel
7.96;Comedy, Drama, Romance, Shounen Ai;OVA;2;Studio Deen;Manga
7.96;Comedy, Romance, School;TV;12;Doga Kobo;4-koma manga
7.96;Comedy, Romance, Shoujo;TV;24;Madhouse;Manga
7.96;Drama, Romance, School;Movie;1;A-1 Pictures;Original
7.96;Action, Adventure, Fantasy, Game, Magic, Supernatural;TV;13;Madhouse;Light novel
7.96;Military, School;Movie;1;Actas;Original
7.96;Comedy, Romance, Slice of Life;TV;11;A-1 Pictures;Web manga
7.96;Comedy, Romance, Shounen;TV;12;Seven Arcs;Manga
7.96;Comedy, Sports;TV;12;Bones;Original
7.95;Action, Sports, Comedy, Shounen;TV;145;Gallop;Manga
7.95;Comedy, Shounen;TV;69;Sunrise;Manga
7.95;Mystery, Dementia, Horror, Psychological, Supernatural, Thriller;TV;26;Studio Deen;Visual novel
7.95;Action, Comedy, Sports, Shounen;OVA;13;M.S.C;Manga
7.95;Comedy, Seinen, Sports;TV;25;A-1 Pictures;Manga
7.95;Mystery, Drama, Romance;TV;12;Shaft;Visual novel
7.95;Action, Military, Sci-Fi, Space;Movie;1;Artland, Madhouse;Novel
7.95;Slice of Life, Comedy, Drama;TV;26;P.A. Works;Original
7.95;Slice of Life, Supernatural, Drama;Movie;1;A-1 Pictures;Original
7.95;Comedy, School, Shounen;OVA;1;Tatsunoko Production;Manga
7.95;Comedy, School, Seinen, Slice of Life;TV;12;SILVER LINK.;Manga
7.95;Comedy, Drama, Romance, Shounen Ai;Movie;1;Studio Deen;Light novel
7.95;Music, School, Slice of Life;Movie;1;Sunrise;Original
7.95;Comedy, School, Shoujo Ai, Slice of Life;TV;12;TYO Animations;Manga
7.95;Action, Adventure, Comedy, Demons, Supernatural, Shounen;TV;13;MAPPA, Studio VOLN;Manga
7.95;Action, Adventure, Comedy, Drama, Fantasy, Shounen;Movie;1;Toei Animation;Manga
7.95;Music;ONA;8;TROYCA;Game
7.95;Drama, Music, Sci-Fi;TV;24;Bones;Original
7.95;Action, Magic, Fantasy, Game, Supernatural;TV;13;Madhouse;Light novel
7.95;Action, Supernatural, Magic, Fantasy;TV;21;CloverWorks;Game
7.94;Comedy, Romance, School, Shounen;TV;26;Studio Comet;Manga
7.94;Comedy, Sports, Drama, Fantasy, Shoujo;TV;51;Gonzo, Production I.G;Original
7.94;Game, Psychological, Thriller, Seinen;TV;26;Madhouse;Manga
7.94;Adventure, Comedy, Drama, Fantasy, Historical, Romance;TV;39;Madhouse;Light novel
7.94;Action, Mecha, Military, Music, Romance, Sci-Fi, Space;TV;36;Tatsunoko Production;Original
7.94;Action, Comedy, Sports;OVA;6;M.S.C;Manga
7.94;Sci-Fi, Adventure, Space, Romance, Shounen;TV;52;E&G Films;Manga
